		MS_MS_Count_05fmolExp1	MS_MS_Count_05fmolExp2	MS_MS_Count_10fmolExp1	MS_MS_Count_10fmolExp2	MS_MS_Count_1fmolExp1	MS_MS_Count_1fmolExp2	MS_MS_Count_20fmolExp1	MS_MS_Count_20fmolExp2	MS_MS_Count_50fmolExp1	MS_MS_Count_50fmolExp2	MS_MS_Count_5fmolExp1	MS_MS_Count_5fmolExp2
1070	P17812__CTPS	3	3	3	5	3	6	6	6	4	2	4	4
1071	P17858__PFKL	0	0	0	0	0	0	0	0	0	0	0	0
1072	P17948__FLT1	0	0	0	1	0	0	0	0	1	0	1	0
1073	P17987__TCP1	4	4	5	2	6	4	3	2	5	3	3	5
1074	P18077__RPL35A	2	1	0	0	1	3	0	1	1	1	1	2
1075	P18124__RPL7	4	5	4	6	4	3	5	4	5	5	7	3
1076	P18206__VCL	3	2	0	2	1	1	1	1	1	1	1	2
1077	P18669__PGAM1_PGAM2	5	5	0	6	6	7	6	5	3	5	7	5
1078	P18754_2__RCC1	1	1	4	1	2	3	1	2	3	1	2	3
1079	P18859_2__ATP5J	1	2	1	2	2	2	1	1	0	1	2	0
1080	P19338__NCL	8	15	6	17	10	14	11	16	16	10	10	13
1081	P19388__POLR2E	0	0	0	0	1	0	0	0	0	0	0	1
1082	P19525__EIF2AK2	1	1	0	0	0	0	1	0	1	0	0	0
1083	P19623__SRM	2	1	1	2	3	0	1	0	1	1	1	1
1084	P20042__EIF2S2	0	1	0	0	0	1	0	0	0	0	0	1
1085	P20290__BTF3	0	0	1	1	1	0	0	1	0	1	0	0
1086	P20618__PSMB1	0	1	0	2	3	1	1	1	1	0	1	0
1087	P20700__LMNB1	4	5	5	5	3	4	2	1	3	4	3	4
1088	P20962__PTMS	2	2	2	1	0	2	1	0	0	1	1	0
1089	P21281__ATP6V1B2	1	0	0	0	1	0	1	0	1	1	0	1
1090	P21333__FLNA	1	0	0	1	0	0	0	1	1	1	2	2
1091	P21397__MAOA	0	0	0	1	0	1	0	0	0	1	0	1
1092	P21399__ACO1_IRP1	0	0	0	0	1	1	0	0	1	0	0	0
1093	P21796__VDAC1	6	5	6	6	4	5	3	4	5	6	6	6
1094	P21912__SDHB	1	0	1	0	0	1	0	0	1	2	1	1
1095	P22033__MUT	0	0	0	0	0	0	0	0	0	1	0	0
1096	P22087__FBL	4	0	0	0	1	2	1	1	1	1	3	0
1097	P22102__GART	2	3	3	4	4	4	3	4	4	2	6	2
1098	P22234__PAICS	3	8	4	6	8	7	5	7	7	5	5	7
1099	P22314__UBA1	16	12	8	15	15	11	15	13	13	13	11	13
1100	Q32Q12__NME1_NME2_NME2_NME1	11	8	4	13	7	8	7	9	6	11	6	9
1101	P22626__HNRNPA2B1	23	26	12	18	32	26	21	21	25	16	22	18
1102	P23193__TCEA1	1	0	0	1	1	0	3	0	0	1	0	0
1103	P23246__SFPQ	5	5	3	7	5	6	7	4	7	5	7	6
1104	P23258__TUBG1_TUBG2	0	0	1	2	0	0	1	1	1	0	1	0
1105	P23284__PPIB	1	3	0	3	3	1	2	1	5	3	6	2
1106	P23368__ME2	2	0	0	0	0	0	0	0	0	0	0	0
1107	P23378__GLDC	0	0	0	0	0	0	0	1	0	0	0	0
1108	P23381__WARS	0	2	1	3	2	0	2	3	3	3	2	1
1109	P23396__RPS3	3	4	5	6	4	4	5	3	6	1	4	3
1110	P23526__AHCY	4	2	2	2	3	2	5	3	4	3	2	1
1111	E9PK25__CFL1	4	6	2	8	5	3	5	3	7	6	7	6
1112	P24534__EEF1B2	1	3	1	1	1	2	2	1	2	1	3	1
1113	P24539__ATP5F1	0	0	0	0	0	0	1	0	0	1	0	0
1114	P24666__ACP1	2	3	1	3	1	1	1	3	2	1	0	0
1115	P24752__ACAT1	1	0	1	3	2	2	3	3	2	4	3	2
1116	P24928__POLR2A	1	0	0	0	0	0	0	1	0	1	0	0
1117	B4DWW4__MCM3	4	4	4	1	5	3	4	1	4	2	3	8
1118	P25391__LAMA1	0	0	0	0	1	0	0	0	0	0	0	0
1119	P25398__RPS12	6	3	5	4	2	4	2	1	4	6	3	4
1120	P25705__ATP5A1	5	3	7	8	3	3	2	6	5	5	6	3
1121	P25786_2__PSMA1	1	0	0	1	0	1	1	0	1	0	0	2
1122	P25787__PSMA2	0	2	2	1	2	1	1	3	0	0	2	3
1123	P25788__PSMA3	3	3	2	2	0	1	2	0	1	2	0	1
1124	P26038__MSN	0	0	0	0	0	0	0	0	0	0	1	0
1125	P26196__DDX6	2	3	2	2	2	2	1	0	1	1	1	1
1126	P26368__U2AF2	1	1	1	1	2	0	3	2	4	1	1	0
1127	P26373__RPL13	1	13	2	1	2	10	4	3	4	6	2	1
1128	P26583__HMGB2	1	1	0	0	0	2	0	0	1	1	2	0
1129	P26599_3__PTBP1	12	13	9	11	10	10	12	14	11	11	9	10
1130	P26639__TARS	7	4	2	4	8	4	6	4	6	4	4	3
1131	P26641__EEF1G	11	8	6	8	5	9	7	9	7	9	2	7
1132	P27348__YWHAQ	3	2	1	4	0	3	1	2	1	0	4	2
1133	P27635__RPL10_RPL10L	1	0	2	2	1	1	1	3	3	4	1	4
1134	P27694__RPA1	3	1	0	0	2	1	1	1	0	2	1	2
1135	P27797__CALR	3	4	1	3	5	0	9	7	4	11	3	10
1136	P28066__PSMA5	2	1	2	2	0	1	3	1	3	2	4	3
1137	P28070__PSMB4	0	0	1	0	0	0	0	0	0	0	0	0
1138	P28072__PSMB6	1	0	2	1	1	0	1	2	1	0	1	2
1139	P28074__PSMB5	1	3	0	0	0	1	1	1	1	0	0	1
1140	P28482__MAPK1	0	0	0	0	0	0	0	0	1	0	1	1
1141	P28838__LAP3	2	1	0	3	2	2	2	2	5	2	3	0
1142	Q5VZU9__TPP2	1	1	0	0	0	0	0	0	0	0	1	0
1143	P29373__CRABP2	0	0	0	0	0	0	0	1	0	0	0	1
1144	P29966__MARCKS	1	2	0	1	1	0	2	2	0	1	2	1
1145	P30040__ERP29	2	1	0	3	1	1	1	2	3	2	1	3
1146	P30041__PRDX6	7	4	4	11	4	5	5	8	5	5	4	6
1147	P30044__PRDX5	2	3	0	0	4	2	2	1	2	2	1	3
1148	J3KQ18__DDT_DDTL	1	1	0	0	2	3	2	0	0	3	1	2
1149	P30050__RPL12	3	5	6	4	3	6	4	4	6	8	5	5
1150	P30084__ECHS1	2	2	0	4	3	2	3	2	1	3	2	4
1151	P30086__PEBP1	2	2	4	4	5	2	5	3	2	4	6	3
1152	P30405__PPIF	1	0	0	0	0	0	0	0	0	0	0	1
1153	P30419__NMT1	2	1	0	2	1	0	0	1	1	1	2	0
1154	P30520__ADSS	2	1	1	2	4	3	2	0	4	3	4	2
1155	P30837__ALDH1B1	1	1	0	1	1	0	0	1	1	2	0	0
1156	P31150__GDI1	0	1	0	1	0	1	0	0	0	0	0	0
1157	P31153__MAT2A	0	0	3	1	1	0	3	1	1	1	1	0
1158	P31350_2__RRM2	0	1	0	1	1	1	0	0	1	0	0	0
1159	P31689__DNAJA1	1	1	0	0	0	0	2	0	2	0	1	0
1160	P31930__UQCRC1	1	0	1	0	0	0	0	0	2	1	1	0
1161	P31939__ATIC	6	4	2	6	2	2	4	4	4	4	2	0
1162	P31942__HNRNPH3	2	1	1	3	1	3	2	2	3	1	1	3
1163	P31946__YWHAB	2	1	3	1	1	3	2	2	2	2	0	4
1164	P31946_2__	0	0	0	0	0	0	0	0	0	1	0	0
1165	P31948__STIP1	6	4	3	3	3	7	3	6	2	5	5	3
1166	P31949__S100A11	0	0	0	1	0	0	1	1	2	0	1	0
1167	P32119__PRDX2	3	1	2	5	5	4	5	7	3	3	4	3
1168	B4DMU0__PYCR1	0	1	0	1	0	0	0	0	0	1	0	1
1169	P32455__GBP1	0	0	0	0	0	0	0	0	0	0	0	0
1170	P32969__RPL9	1	4	1	3	2	1	3	2	1	5	5	2
1171	P33176__KIF5B	1	3	2	4	1	4	3	2	1	2	1	1
1172	P33993__MCM7	1	5	3	0	4	2	3	3	1	3	0	2
1173	P34897__SHMT2	2	5	2	5	5	2	1	4	3	2	3	0
1174	P34931__HSPA1L	0	0	0	1	0	0	0	0	0	0	0	1
1175	P34932__HSPA4	10	7	5	7	8	7	6	9	4	6	6	4
1176	P35219__CA8	0	0	0	0	0	0	0	0	0	0	1	0
1177	P35232__PHB	7	7	4	5	5	9	8	7	8	8	3	7
1178	P35244__RPA3	1	0	0	0	2	0	0	1	1	1	1	0
1179	P35250__RFC2	0	0	1	1	1	1	0	1	0	1	0	0
1180	P35268__RPL22	1	2	2	0	2	2	1	2	1	0	1	2
1181	P35269__GTF2F1	1	1	0	1	0	1	1	0	0	0	0	0
1182	P35573__AGL	2	0	0	1	1	1	2	0	1	0	1	0
1183	P35579__MYH9	10	9	5	8	7	4	11	8	4	8	8	8
1184	P35637__FUS	3	1	4	4	2	2	3	4	2	3	1	1
1185	P35998__PSMC2	1	1	0	0	0	3	2	0	0	0	0	0
1186	P36405__ARL3	0	1	1	0	0	0	0	0	1	2	2	0
1187	P36551__CPOX	0	1	0	0	0	0	1	0	0	1	1	1
1188	P36578__RPL4	12	4	5	9	6	5	6	11	4	9	11	4
1189	P36871_2__PGM1	2	2	0	0	1	0	2	0	1	0	1	0
1190	P36957__DLST	0	0	0	0	1	0	0	1	0	0	0	0
1191	P37802__TAGLN2	4	5	3	6	5	7	7	5	6	8	4	5
1192	P37837__TALDO1	2	1	1	2	3	2	3	2	2	2	1	1
1193	P38117_2__ETFB	2	2	0	3	1	1	2	2	2	2	2	3
1194	P38159__RBMX_RBMXL1	3	6	1	3	1	5	5	5	1	2	4	4
1195	P38432__COIL	0	0	0	0	1	0	0	0	1	0	1	0
1196	P38646__HSPA9	8	8	8	8	6	12	12	12	11	8	9	15
1197	P38919__EIF4A3	0	0	1	1	1	1	0	1	0	1	1	0
1198	P39019__RPS19	3	0	1	2	4	2	5	3	5	2	7	6
1199	P39023__RPL3	6	4	2	3	2	4	4	5	5	4	1	6
1200	P39656__DDOST	0	0	1	0	1	0	0	0	0	0	0	0
1201	P39687__ANP32A	2	2	1	2	0	1	3	5	3	5	1	1
1202	P39748__FEN1	0	2	0	0	0	0	2	0	0	1	1	1
1203	P40222__TXLNA	0	0	0	0	0	0	0	0	0	0	0	0
1204	P40227__CCT6A	6	4	8	5	5	8	9	10	5	9	8	8
1205	P40429__RPL13A	2	1	0	0	0	0	1	1	2	4	2	2
1206	P40925_3__MDH1	2	1	4	3	0	1	1	1	3	1	0	3
1207	P40926__MDH2	18	15	10	7	14	6	13	13	11	16	14	14
1208	P40938__RFC3	0	0	0	0	0	0	0	0	0	0	0	1
1209	P40939__HADHA	1	1	2	3	1	4	2	1	3	2	1	2
1210	P41091__EIF2S3_EIF2S3L	2	2	2	2	1	2	3	2	3	0	1	1
1211	P41250__GARS	0	1	0	0	0	1	0	2	1	0	2	2
1212	P41252__IARS	5	1	1	6	2	2	3	7	4	5	3	1
1213	P42166__TMPO	1	3	1	2	3	1	1	2	4	3	2	2
1214	P42285__SKIV2L2	1	1	1	0	0	1	1	1	1	0	1	1
1215	P42677__RPS27_RPS27L	2	0	0	1	1	2	0	0	1	2	1	0
1216	P42704__LRPPRC	5	4	1	6	4	4	4	4	10	4	5	6
1217	P43487__RANBP1	1	1	0	2	1	1	4	3	5	1	0	1
1218	P43490__NAMPT_RP11_92J19.4	1	1	2	1	2	2	3	0	1	2	2	1
1219	P43686__PSMC4	0	0	2	2	0	2	0	1	3	1	3	1
1220	P45880__VDAC2	8	4	3	7	8	3	6	6	6	7	8	5
1221	P45974__USP5	4	5	1	6	4	3	2	3	5	3	3	2
1222	P46060__RANGAP1	2	3	4	2	1	1	0	2	5	4	4	1
1223	P46109__CRKL	0	0	0	0	1	2	4	2	1	0	0	2
1224	P46777__RPL5	5	4	2	2	4	3	3	4	3	7	4	4
1225	P46778__RPL21	2	2	1	1	2	3	1	2	4	2	1	4
1226	P46781__RPS9	8	2	0	5	2	4	4	3	2	5	0	2
1227	P46783__RPS10	3	4	3	3	1	2	3	2	2	4	1	3
1228	P46821__MAP1B	1	0	0	0	1	0	0	1	1	0	1	0
1229	P46940__IQGAP1	4	2	1	2	1	1	5	1	1	2	5	2
1230	P47914__RPL29	0	1	1	2	0	0	0	0	0	0	0	0
1231	P48047__ATP5O	5	3	4	4	3	2	1	3	3	2	3	3
1232	P48147__PREP	0	2	1	0	2	2	2	1	3	2	1	0
1233	P48449__LSS	1	1	0	0	0	0	0	0	0	1	0	0
1234	P48507__GCLM	1	0	0	0	0	1	0	0	0	1	1	0
1235	P49006__MARCKSL1	0	1	0	0	1	0	0	0	0	0	0	0
1236	P49189__ALDH9A1	0	1	1	0	0	0	0	1	1	3	1	2
1237	P49207__RPL34	1	1	1	3	1	3	1	1	1	1	0	0
1238	P49321_3__NASP	9	3	3	6	5	5	5	4	6	4	9	3
1239	P49327__FASN	31	22	20	27	29	30	39	28	31	25	27	27
1240	P49368__CCT3	8	6	2	10	13	7	11	8	9	7	9	5
1241	P49411__TUFM	1	0	2	3	6	1	1	3	3	7	2	1
1242	P49419__ALDH7A1	0	2	1	3	1	1	1	4	2	2	1	5
1243	P49458__SRP9	1	2	2	1	1	2	1	1	1	0	0	0
1244	P49588__AARS	4	2	2	4	3	4	4	5	3	6	1	2
1245	Q5T5C7__SARS	1	2	1	1	2	2	0	3	1	1	1	1
1246	P49721__PSMB2	1	0	0	0	0	1	1	1	0	1	0	0
1247	P49736__MCM2	2	1	3	3	1	2	3	1	2	2	2	2
1248	P49748_3__ACADVL	1	1	0	0	0	0	0	1	0	0	0	0
1249	P49756__RBM25	0	0	0	0	1	0	1	1	0	0	0	0
1250	P49770__EIF2B2	0	1	0	0	1	0	0	1	1	1	0	1
1251	P49773__HINT1	2	1	2	0	2	1	1	1	1	2	2	1
1252	P49792__RANBP2	1	3	0	0	0	2	1	0	2	0	1	2
1253	P49841_2__GSK3B	0	0	0	1	0	0	0	0	0	0	0	0
1254	P49915__GMPS	3	1	1	7	2	3	1	3	1	3	4	2
1255	P49916__LIG3	0	2	0	0	0	0	1	0	0	0	1	0
1256	P50454__SERPINH1	1	0	2	5	3	1	1	1	0	1	2	2
1257	P50552__VASP	1	0	0	0	0	0	1	0	0	0	0	1
1258	P50579__METAP2	0	1	0	0	0	0	0	0	0	0	1	0
1259	P50583__NUDT2	0	1	0	1	0	0	1	0	0	0	0	1
1260	P50750_2__CDK9	0	0	0	0	0	0	0	0	0	0	0	0
1261	P50897__PPT1	0	0	1	1	1	0	0	2	0	0	0	0
1262	P50990__CCT8	8	4	4	4	3	8	3	6	9	6	8	14
1263	P50991__CCT4	2	5	6	7	1	3	7	6	2	8	5	3
1264	P51116__FXR2	0	0	0	0	0	0	0	1	0	0	0	0
1265	P51148_2__RAB5C	0	1	0	1	1	0	0	1	0	1	0	0
1266	P51149__RAB7A	0	1	1	3	1	0	0	1	4	0	3	1
1267	P51398__DAP3	1	0	0	2	0	1	2	2	2	0	0	0
1268	Q9HBD4__SMARCA4	0	0	0	0	2	0	0	0	1	0	1	0
1269	P51659__HSD17B4	3	2	0	3	3	1	0	3	3	2	1	1
1270	P51665__PSMD7	1	1	0	1	1	1	3	2	2	1	2	1
1271	P51809_2__VAMP7	0	0	0	0	1	0	0	0	1	0	1	0
1272	P51858__HDGF	1	2	0	1	0	2	1	1	2	2	1	2
1273	P52272__HNRNPM	6	8	6	8	11	8	9	8	13	11	6	5
1274	P52292__KPNA2	4	4	9	5	5	6	6	5	5	9	6	4
1275	P52597__HNRNPF	2	2	2	2	3	3	3	1	1	3	3	2
1276	P52701__MSH6	1	3	0	1	1	1	1	2	0	1	2	1
1277	P52732__KIF11	1	0	1	0	0	1	0	0	0	1	0	0
1278	P52907__CAPZA1	2	1	0	0	0	3	0	2	0	0	0	2
1279	P53004__BLVRA	2	2	1	1	1	0	3	2	1	2	2	1
1280	P53396__ACLY	3	7	3	8	4	8	4	6	8	1	6	3
1281	P53582__METAP1	0	1	0	1	0	1	1	2	1	1	1	1
1282	P53597__SUCLG1	0	0	0	0	0	0	1	0	0	0	0	0
1283	P53618__COPB1	0	1	0	1	0	0	0	1	2	1	0	1
1284	P53621_2__COPA	1	3	0	3	2	2	1	1	1	5	3	3
1285	P53701__HCCS	0	0	0	0	0	1	0	0	0	0	0	0
1286	P53999__SUB1	2	1	1	1	1	3	1	1	2	0	0	2
1287	P54136__RARS	5	2	0	5	2	2	5	5	1	3	3	4
1288	P54577__YARS	2	4	1	2	0	2	1	2	0	2	3	1
1289	P54709__ATP1B3	0	0	0	0	0	0	0	0	0	0	1	1
1290	P54727__RAD23B	2	1	0	1	1	2	2	2	1	2	2	1
1291	P54886__ALDH18A1	3	2	0	4	1	2	0	2	1	1	2	3
1292	P55010__EIF5	1	0	0	3	2	3	0	1	0	2	0	0
1293	P55036__PSMD4_PIPSL	0	0	1	1	0	0	1	0	0	0	0	1
1294	P55060__CSE1L	1	3	3	5	5	5	3	8	6	4	6	2
1295	P55072__VCP	8	5	6	9	5	6	8	3	5	8	8	8
1296	P55145__MANF	1	0	0	0	0	0	1	0	1	2	0	1
1297	B1AHD1__NHP2L1	2	1	1	0	1	0	2	1	2	1	4	3
1298	P55795__HNRNPH2	0	1	0	0	0	0	0	0	0	0	0	0
1299	P55884_2__EIF3B	1	6	0	3	2	6	2	2	3	3	3	0
1300	P55957_2__BID	0	0	0	1	0	0	0	0	0	0	1	0
1301	P56182__RRP1	0	0	0	2	0	0	0	0	0	0	1	1
1302	P56192__MARS	0	1	1	2	2	2	2	1	1	1	3	1
1303	P56377__AP1S2	0	0	0	0	0	0	0	0	0	0	0	0
1304	P56537__EIF6	1	1	2	3	1	1	2	0	2	2	2	1
1305	P56545_2__CTBP2	0	0	0	0	0	0	1	1	0	0	1	0
1306	P57737_3__CORO7	1	0	0	1	1	1	0	2	1	0	1	0
1307	P58107__EPPK1	0	0	0	0	1	0	1	1	0	0	1	1
1308	P58546__MTPN	2	1	2	1	2	2	1	0	1	2	2	1
1309	P60174__TPI1	14	9	11	15	11	11	12	9	11	10	10	10
1310	P60228__EIF3E	1	2	1	1	2	2	2	2	2	3	2	3
1311	P60602__ROMO1	1	0	0	1	1	1	1	1	1	1	1	1
1312	P60842__EIF4A1	1	5	4	5	2	8	4	6	7	4	5	6
1313	P60866_2__RPS20	2	1	0	2	1	0	1	2	1	1	1	3
1314	P61006__RAB8A	1	0	0	0	0	1	0	1	0	2	0	0
1315	P61019__RAB2A	3	2	1	1	0	2	2	0	2	2	0	1
1316	P61026__RAB10	1	0	1	1	0	1	1	1	1	1	0	2
1317	P61081__UBE2M	0	0	1	0	0	1	0	0	0	0	1	0
1318	P61088__UBE2N_UBE2NL	2	4	2	2	1	2	2	2	1	0	3	1
1319	P61106__RAB14	1	1	0	2	1	0	0	1	0	0	1	3
1320	P61158__ACTR3	3	3	1	2	2	2	1	0	4	5	1	2
1321	P61160_2__ACTR2	1	0	0	0	1	1	0	0	1	0	1	0
1322	P61163__ACTR1A	2	1	0	3	2	1	0	2	1	1	2	0
1323	P61204__ARF3_ARF1_ARF5	3	2	2	3	1	3	4	0	2	3	2	1
1324	P61221__ABCE1	2	1	2	2	2	2	0	2	0	1	2	0
1325	P61224__RAP1B_RAP1A	0	2	1	2	0	1	1	1	1	0	1	1
1326	P61247__RPS3A	6	2	2	4	2	7	3	4	3	7	6	7
1327	P61254__RPL26	0	0	0	0	1	0	0	1	1	0	0	1
1328	P61353__RPL27	2	2	1	3	1	2	3	3	3	1	2	3
1329	P61586__RHOA_RHOC	2	0	2	5	4	3	3	3	3	3	1	1
1330	P61604__HSPE1	2	0	4	1	1	3	5	1	2	5	2	2
1331	P61960__UFM1	1	0	0	0	1	0	0	0	1	0	1	1
1332	P61970__NUTF2	0	0	1	1	0	0	0	0	1	1	0	2
1333	P61978_2__HNRNPK	13	10	13	17	17	19	25	17	11	14	18	17
1334	P61981__YWHAG	3	0	2	2	2	1	5	2	2	1	2	3
1335	P62081__RPS7	2	3	1	5	2	5	4	7	3	5	5	2
1336	P62136_2__PPP1CA	0	0	0	0	0	1	0	0	1	0	0	0
1337	P62140__PPP1CB	0	0	0	0	0	0	1	0	0	0	0	0
1338	P62195__PSMC5	0	1	2	3	3	0	4	1	1	0	0	2
1339	P62241__RPS8	6	2	5	6	4	4	4	3	1	5	4	3
1340	P62249__RPS16	3	5	2	2	5	2	4	4	2	3	1	4
1341	P62258__YWHAE	5	11	6	6	4	10	8	14	12	6	8	8
1342	P62263__RPS14	1	2	0	1	2	2	2	0	3	3	0	3
1343	P62266__RPS23	3	1	0	0	1	1	2	1	0	1	1	0
1344	P62269__RPS18	1	2	3	4	1	1	1	3	2	3	2	2
1345	P62273__RPS29	1	1	2	2	0	0	1	3	2	2	1	0
1346	P62277__RPS13	3	1	1	2	2	1	2	3	2	2	1	4
1347	P62280__RPS11	3	1	0	2	0	2	2	2	2	3	1	1
1348	P62304__SNRPE	0	0	0	1	2	0	1	0	0	1	2	0
1349	P62306__SNRPF	0	0	2	0	0	0	0	0	1	0	0	0
1350	P62310__LSM3	0	0	1	0	0	0	1	1	0	0	0	0
1351	P62316__SNRPD2	1	2	1	1	2	4	3	3	0	0	2	1
1352	P62333__PSMC6	0	2	1	1	2	2	2	1	1	2	0	1
1353	P62424__RPL7A	5	0	2	4	5	6	4	3	4	4	5	3
1354	P62495__ETF1	1	3	1	0	4	0	0	3	1	0	1	2
1355	P62633_4__	0	0	1	0	0	0	0	0	0	0	0	0
1356	P62701__RPS4X	4	5	3	5	3	4	3	2	3	2	3	3
1357	P62750__RPL23A	3	2	3	1	0	1	1	1	2	0	1	0
1358	P62753__RPS6	4	5	3	3	2	3	5	5	4	3	3	1
1359	P62805__HIST1H4A	2	5	1	4	1	4	1	2	5	0	2	1
1360	P62851__RPS25	1	3	2	3	1	1	1	3	3	1	3	1
1361	P62854__RPS26_RPS26P11	1	0	1	2	1	1	1	2	1	1	1	1
1362	P62857__RPS28	2	5	1	2	8	5	2	5	5	4	4	6
1363	P62873__GNB1	1	1	0	2	1	1	1	1	0	1	1	1
1364	P62877__RBX1	0	0	0	1	0	0	1	1	2	1	0	1
1365	P62879__GNB2_GNB4	1	2	0	0	1	0	0	0	0	0	0	0
1366	P62899__RPL31	1	0	0	2	3	0	1	1	0	1	0	1
1367	P62906__RPL10A	2	3	1	2	2	3	3	2	3	2	3	3
1368	P62913__RPL11	2	2	0	1	1	2	2	4	2	0	2	3
1369	P62917__RPL8	1	1	1	2	1	1	2	2	1	2	1	1
1370	P62937__PPIA	11	8	6	13	10	7	8	8	5	10	10	10
1371	P62942__FKBP1A_FKBP12_Exip2	1	1	1	1	0	1	0	0	0	0	0	1
1372	P62979__RPS27A_UBC_UBB_UBA52	3	2	2	5	4	0	5	2	1	2	2	3
1373	P62993__GRB2	2	1	0	1	2	2	0	1	0	1	0	0
1374	P62995__TRA2B	3	2	0	2	3	2	2	1	1	1	1	1
1375	P63010_2__AP2B1	1	0	0	0	0	0	0	0	1	0	0	0
1376	E7EX29__YWHAZ	6	4	2	4	5	4	4	5	4	3	7	7
1377	P63151__PPP2R2A_PPP2R2D	3	2	0	1	2	1	3	1	2	2	0	2
1378	P63167__DYNLL1_DYNLL2	0	0	1	1	1	1	1	1	1	0	0	1
1379	P63172__DYNLT1	1	1	0	2	0	2	1	1	0	1	0	0
1380	P63208__SKP1	2	2	2	0	0	0	1	1	2	0	0	0
1381	P63220__RPS21	0	2	1	1	1	2	1	2	1	1	1	2
1382	P63244__GNB2L1	6	6	2	10	9	9	7	6	12	11	8	10
1383	P63261__ACTG1	18	9	17	23	16	23	31	26	24	18	19	22
1384	P63313__TMSB10	0	1	1	1	1	1	1	2	1	1	1	0
1385	P67775__PPP2CA_PPP2CB	0	1	0	4	2	0	0	3	1	2	2	0
1386	P67809__YBX1	3	2	3	2	0	3	1	1	2	5	3	3
1387	Q5SRQ6__CSNK2B	0	0	0	0	0	0	0	1	0	1	0	1
1388	P67936__TPM4	0	2	1	0	2	0	0	0	2	1	0	1
1389	P68032__ACTC1_ACTA1_ACTA2_ACTG2	2	2	2	1	1	2	3	1	3	5	2	1
1390	P68104__EEF1A1_EEF1A1P5	37	32	32	29	36	41	38	39	25	30	36	44
1391	P68371__TUBB4B	39	25	14	20	26	31	22	29	27	21	27	30
1392	P68402__PAFAH1B2	1	2	1	1	2	1	1	2	1	1	2	1
1393	P68431__HIST1H3A	0	0	0	0	0	0	0	0	0	0	0	0
1394	P69905__HBA1	0	0	1	0	0	0	0	0	0	0	0	0
1395	P78346_2__RPP30_RP11_320F15.1	0	0	0	1	0	0	0	0	0	0	0	0
1396	P78347__GTF2I	2	3	2	4	2	2	2	4	1	0	2	3
1397	P78371__CCT2	14	12	12	10	11	16	12	11	11	11	7	15
1398	P78417__GSTO1	0	1	0	1	2	1	0	0	0	1	1	1
1399	P78527__PRKDC	10	9	7	12	12	13	11	13	12	17	12	12
1400	P80723__BASP1	0	0	0	0	0	0	0	0	0	0	0	0
1401	P82663__MRPS25	1	0	0	0	1	0	0	0	0	0	0	0
1402	P82933__MRPS9	1	0	0	1	1	1	0	1	0	1	0	0
1403	P82979__SARNP_CIP29	2	1	0	1	3	1	0	1	2	1	1	2
1404	P84085__ARF5	1	1	0	1	0	1	0	0	0	0	1	0
1405	P84090__ERH	2	2	0	3	1	3	5	3	2	3	4	2
1406	P85037__FOXK1	0	0	0	0	0	0	0	1	0	0	0	0
1407	P98179__RBM3	2	0	1	0	0	1	0	0	0	0	1	0
1408	Q00059__TFAM	1	0	0	1	0	0	1	1	1	1	1	2
1409	Q00341__HDLBP	0	1	2	0	0	2	1	1	1	1	2	0
1410	Q00534__CDK6	0	0	0	0	0	0	0	0	0	0	0	0
1411	Q00535__CDK5	1	2	0	1	1	1	2	0	0	2	1	2
1412	Q00577__PURA	1	0	0	1	1	1	0	1	0	1	0	2
1413	Q00610__CLTC	12	11	2	10	11	11	10	9	14	12	10	10
1414	Q00688__FKBP3	1	1	0	2	0	1	0	1	1	0	0	0
1415	Q00796__SORD	1	0	0	0	0	0	1	1	1	0	1	1
1416	Q00839__HNRNPU	8	6	8	9	7	12	11	10	10	7	9	7
1417	Q01081__U2AF1_U2AF1L4	2	3	2	3	4	2	4	2	2	1	2	0
1418	Q01082__SPTBN1	3	1	1	1	1	3	2	1	1	0	2	3
1419	Q01105__SET	0	0	0	1	0	0	0	0	0	0	0	0
1420	Q01105_2__	2	5	1	3	2	2	3	3	0	2	4	3
1421	Q01469__FABP5	3	4	3	5	2	3	2	8	3	3	2	5
1422	Q01518__CAP1	3	3	1	4	5	5	3	4	2	1	3	2
1423	Q01581__HMGCS1	0	0	0	0	0	1	0	1	1	0	0	0
1424	Q01658__DR1	1	0	0	2	0	0	0	0	1	0	1	0
1425	Q01813__PFKP	1	3	0	1	3	1	0	5	4	1	2	0
1426	Q02040__AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0
1427	Q02790__FKBP4	4	4	4	7	7	6	6	4	8	6	4	7
1428	Q02878__RPL6	5	5	2	6	9	4	6	4	5	6	8	3
1429	Q02952__AKAP12	0	2	0	3	0	2	1	2	1	4	1	1
1430	Q04760__GLO1	1	4	2	3	5	3	7	5	4	4	5	2
1431	Q04837__SSBP1	2	1	3	3	1	1	3	0	3	2	0	1
1432	Q04917__YWHAH	1	0	0	0	4	0	1	1	1	0	0	0
1433	Q05519__SRSF11_SFRS11	1	1	0	1	0	0	1	3	0	1	1	1
1434	Q05639__EEF1A2	0	1	0	1	0	0	0	0	0	2	0	0
1435	Q06124__PTPN11	0	1	0	0	1	0	1	0	1	1	0	0
1436	Q06203__PPAT	1	1	0	1	1	1	1	1	1	1	2	2
1437	Q06210__GFPT1	0	1	0	1	0	0	0	0	0	0	0	0
